서대문종합사회복지관,http://www.sdmbokji.or.kr/,02-375-5040,사과,딸기,포도,수박,375-5040@sdmbokji.or.kr
서울YWCA봉천종합사회복지관,http://www.bongchuny.or.kr/,02.870.4400,사과,딸기,포도,수박,ybongchun@hanmail.net
서울시립대종합사회복지관,http://uoscc.or.kr/,02-3421-1988,사과,딸기,포도,수박,uoscenter@daum.net
성내종합사회복지관,https://snwelfare.com/,02-478-2555,사과,딸기,포도,수박,s-nwelfare01@hanmail.net
성동종합사회복지관,http://www.linksd.net/,02-2290-3150,사과,딸기,포도,수박,linksd@naver.com
성민종합사회복지관,http://www.smw.or.kr/,02-876-0900,사과,딸기,포도,수박,sungmin0900@hanmail.net
성산종합사회복지관,http://www.sungsan21.org/,02-374-5889,사과,딸기,포도,수박,정보 없음
성수종합사회복지관,https://www.seongsuwc.or.kr,02-2204-9900,사과,딸기,포도,수박,정보 없음
송파종합사회복지관,http://www.songpacc.or.kr/,02-401-1919,사과,딸기,포도,수박,정보 없음
수서명화종합사회복지관,http://mhwelfare.or.kr,02-459-2696-7,사과,딸기,포도,수박,정보 없음
수서종합사회복지관,https://www.suseo1993.co.kr/index.php,02-459-5504,사과,딸기,포도,수박,suseo@suseo1993.co.kr
신길종합사회복지관,http://www.singil.org/,02-831-2755,사과,딸기,포도,수박,welfare-singil@hanmail.net
신내종합사회복지관,http://www.snwc.or.kr/,02-3421-3400,사과,딸기,포도,수박,sin3400@snwc.or.kr
신당종합사회복지관,http://shindang.or.kr/,02-2231-1876,사과,딸기,포도,수박,shindang@shindang.or.kr
신림종합사회복지관,http://www.sillym.or.kr/,02-851-1767,사과,딸기,포도,수박,정보 없음
신목종합사회복지관,http://www.shinmok.or.kr/index.php,02-2643-7222,사과,딸기,포도,수박,shinmok@shinmok.or.kr
신사종합사회복지관,https://www.sscc.or.kr/,02-376-4141-2,사과,딸기,포도,수박,정보 없음
신월종합사회복지관,http://www.sinwc.org/,02-2605-8728,사과,딸기,포도,수박,정보 없음
신정종합사회복지관,http://www.shinjung.or.kr/,02)2603-1792,사과,딸기,포도,수박,sj@shinjung.or.kr
양재종합사회복지관,http://www.yangjaewc.or.kr/,02-579-4782-4,사과,딸기,포도,수박,정보 없음
염리종합사회복지관,http://www.ynswc.or.kr,02-3276-1800,사과,딸기,포도,수박,정보 없음
영등포종합사회복지관,http://www.childfund-ydp.or.kr/,02-845-5331,사과,딸기,포도,수박,kwf18@childfund.or.kr
영중종합사회복지관,https://blog.naver.com/yeongjungsw,02-02-2679-2024,사과,딸기,포도,수박,정보 없음
옥수종합사회복지관,http://www.oksoocwc.or.kr/,02-2282-1100,사과,딸기,포도,수박,정보 없음
우면종합사회복지관,http://www.woomyun.or.kr/,02-577-6321-2,사과,딸기,포도,수박,정보 없음
월계종합사회복지관,http://www.wwc.or.kr/,02-999-4211,사과,딸기,포도,수박,wolgyewelfare@hanmail.net
월곡종합사회복지관,http://www.hmwolgok.or.kr/,접속 실패,사과,딸기,포도,수박,접속 실패
유락종합사회복지관,http://www.yurak.or.kr/,분석 실패,사과,딸기,포도,수박,분석 실패
유린원광종합사회복지관,http://www.yurin.or.kr/,분석 실패,사과,딸기,포도,수박,분석 실패
은평종합사회복지관,http://www.eunpyeong.or.kr/,02-307-1181,사과,딸기,포도,수박,epswc@daum.net
이대종합사회복지관,http://www.ewhawelfare.or.kr/,접속 실패,사과,딸기,포도,수박,접속 실패
자양종합사회복지관,http://www.jayang.or.kr/,02-458-1664,사과,딸기,포도,수박,정보 없음
잠실종합사회복지관,http://www.jamsilswc.or.kr/,02-423-7806,사과,딸기,포도,수박,jamsilswc@hanmail.net
장안종합사회복지관,http://www.jang-an.or.kr/,02-2242-7564-6,사과,딸기,포도,수박,정보 없음
장위종합사회복지관,http://www.jangwi.or.kr/,02-918-3073-5,사과,딸기,포도,수박,정보 없음
정릉종합사회복지관,http://www.jnwelfare.or.kr/,02-909-0434,사과,딸기,포도,수박,jnwelfare@naver.com
종로종합사회복지관,http://www.jongno.or.kr/,02)766-8282,사과,딸기,포도,수박,jongno1@jongno.or.kr
중계종합사회복지관,http://www.junggye.or.kr/,02-952-0333,사과,딸기,포도,수박,junggyewel@hanmail.net
중곡종합사회복지관,http://www.chunggok.org/,02-3436-4316,사과,딸기,포도,수박,cg@chunggok.org
중림종합사회복지관,http://www.jlcwc.or.kr/,02-362-3348,사과,딸기,포도,수박,jlcwc@hanmail.net
중앙사회복지관,http://www.causwc.or.kr/main/main.html,02-872-5802,사과,딸기,포도,수박,정보 없음
창동종합사회복지관,http://www.changdong21.or.kr/,02-993-3222,사과,딸기,포도,수박,정보 없음
청담종합사회복지관,http://www.chungdam.or.kr/,02-806-1377,사과,딸기,포도,수박,정보 없음
태화기독교사회복지관,https://www.taiwha.or.kr/,02-2040-1600,사과,딸기,포도,수박,taiwha1921@taiwha.or.kr
평화종합사회복지관,http://www.pyunghwa.or.kr/,02-949-0123,사과,딸기,포도,수박,ph-123@daum.net
풍납종합사회복지관,http://www.pnswc.co.kr/,분석 실패,사과,딸기,포도,수박,분석 실패
하계종합사회복지관,http://www.hgwelfare.or.kr/,02-6928-0108,사과,딸기,포도,수박,정보 없음
한빛종합사회복지관,http://www.han-bit.or.kr/,02-2690-8762-4,사과,딸기,포도,수박,정보 없음
홍은종합사회복지관,http://www.hwelfare.or.kr,02-395-3959,사과,딸기,포도,수박,hlog_h00216@naver.com
화원종합사회복지관,https://www.hwawon.org/,02-837-0761,사과,딸기,포도,수박,gurohwawon@hanmail.net
효창종합사회복지관,http://www.hyochang.or.kr/,02-716-0600,사과,딸기,포도,수박,hyochang14612@gmail.com
흑석종합사회복지관,https://hswelfare.kr/,02-817-8052,사과,딸기,포도,수박,bdswc002@naver.com
